huc,gage,LAT,LONG,PUB_ID
10,06278300,44.50802,-107.40369,4
10,06280300,44.20828,-109.55489,3
10,06289000,45.00691,-107.61509,5
10,06291500,45.12644,-107.60054,7
10,06311000,44.02774,-107.08089,9
10,06332515,47.78724,-102.76853,8
10,06339100,47.23613,-102.76991,6
10,06339500,47.15445,-102.05989,3
10,06344600,47.02779,-103.05324,4
10,06350000,46.42667,-102.55183,10
10,06352000,46.15417,-102.47405,1
10,06353000,46.09167,-101.33374,7
10,06354000,46.37611,-100.93444,7
10,06360500,45.25582,-100.84292,2
10,06404000,43.87249,-103.33658,8
10,06406000,43.82805,-103.19602,1
10,06408700,44.13665,-103.85854,10
10,06409000,44.01359,-103.83048,8
10,06431500,44.48248,-103.86159,10
10,06440200,43.96888,-101.76709,3
10,06441500,44.32665,-100.3843,2
10,06447000,43.7525,-101.52487,2
10,06447500,43.16667,-101.63015,5
10,06450500,43.60139,-100.74986,5
10,06452000,43.74833,-99.55649,1
10,06453600,42.81099,-98.17586,8
10,06464500,43.02889,-99.78067,9
10,06468170,47.55805,-98.86289,5
10,06468250,47.39972,-98.79761,5
10,06470800,46.22524,-98.07177,9
10,06477500,43.7764,-98.24567,4
10,06479215,45.1808,-97.18619,10
10,06479438,45.00608,-97.16508,9
10,06601000,42.32158,-96.48768,1
10,06614800,40.49609,-105.86501,1
10,06622700,41.37024,-106.52058,10
10,06623800,41.02358,-106.82477,6
10,06632400,41.58525,-106.22279,3
10,06746095,40.53998,-105.88279,8
10,06784000,41.03244,-98.74053,8
10,06803510,40.89311,-96.68155,9
10,06803530,41.0157,-96.54428,3
10,06814000,39.94778,-96.10862,7
10,06847900,39.76985,-100.10078,8
10,06853800,39.89925,-98.25043,8
10,06876700,39.13907,-97.83696,9
10,06878000,39.03111,-97.04029,9
10,06879650,39.10195,-96.59521,3
10,06885500,39.68192,-96.44289,7
10,06888500,39.06265,-96.15025,6
10,06889200,39.23833,-95.8886,6
10,06889500,39.09938,-95.72495,9
10,06892000,39.11633,-95.01088,1
10,06903400,40.95189,-93.25985,4
10,06906800,38.70225,-92.97883,2
10,06910800,38.56701,-95.96163,7
10,06911900,38.71069,-95.83603,7
10,06917000,38.01897,-94.71367,8
10,06918460,37.40237,-93.80203,10
10,06919500,37.8342,-93.87549,3
10,06921070,37.68265,-93.37033,7
10,06921200,37.75047,-93.26618,10
10,06934000,38.38881,-91.81989,5
7,07014500,38.15853,-91.10846,2
11,07056000,35.98318,-92.74755,2
11,07057500,36.62303,-92.24813,6
11,07060710,35.99535,-92.21265,9
11,07066000,37.15408,-91.35816,10
11,07067000,36.99138,-91.01351,6
11,07068000,36.622,-90.84762,7
11,07071500,36.64868,-91.20082,4
11,07083000,39.17221,-106.38919,5
11,07142300,37.87159,-98.87614,5
11,07145700,37.24955,-97.4039,1
11,07148400,36.81503,-98.64814,3
11,07149000,37.0392,-98.47021,8
11,07151500,37.12891,-97.60144,3
11,07167500,37.70821,-96.2236,5
11,07180500,38.19645,-96.82458,7
11,07184000,37.28125,-95.03267,5
11,07195800,36.25548,-94.43394,5
11,07196900,35.88008,-94.48661,8
11,07197000,35.9212,-94.83856,4
11,07208500,36.37226,-104.97,9
11,07226500,35.43838,-103.52579,7
11,07261000,35.2988,-92.40393,2
11,07263295,34.8762,-92.77461,10
8,07290650,32.01778,-90.87694,6
8,07291000,31.50306,-90.7775,1
8,07292500,31.32472,-91.10944,6
8,07295000,31.22694,-91.29556,8
11,07299670,34.35452,-99.74037,1
11,07301410,35.4731,-100.12095,6
11,07301500,35.16811,-99.50731,5
11,07315200,33.81288,-98.08504,10
11,07315700,34.00426,-97.56697,10
11,07335700,34.63844,-94.61272,9
11,07340300,34.37955,-94.23576,10
11,07346045,32.77792,-94.35742,1
8,07359610,34.38278,-93.60611,10
8,07362100,33.37596,-92.77711,8
8,07362587,34.79759,-92.93351,7
8,07373000,31.53629,-92.40847,10
8,07375000,30.61602,-90.24869,1
8,07376000,30.5038,-90.67732,10
8,08013000,30.99602,-92.67375,4
8,08014500,30.69875,-92.89319,3
12,08023080,31.97933,-93.93408,8
12,08025500,31.30713,-93.51573,5
12,08029500,30.81889,-93.78556,8
12,08050800,33.55455,-96.94723,8
12,08066200,30.71631,-94.95882,5
12,08066300,30.48139,-94.77972,10
12,08070000,30.3366,-95.1041,8
12,08070200,30.14549,-95.12438,6
12,08079600,33.03843,-101.19763,5
12,08082700,33.32927,-99.46508,2
12,08086212,32.7329,-99.14063,3
12,08086290,32.64846,-99.00451,10
12,08101000,31.28489,-97.88502,3
12,08103900,30.91157,-98.03697,7
12,08104900,30.62575,-97.69112,4
12,08109700,30.33938,-96.9047,1
12,08150800,30.64352,-99.09588,6
12,08155200,30.29632,-97.92557,6
12,08158700,30.08299,-98.00779,10
12,08158810,30.15549,-97.94001,8
12,08164000,28.95998,-96.68637,7
12,08164300,29.46691,-96.81276,8
12,08164600,28.89138,-96.81915,7
12,08165300,30.0641,-99.38699,10
12,08171300,29.97938,-97.91,10
12,08175000,29.21525,-97.44943,6
12,08176900,28.86165,-97.22638,1
12,08178880,29.72384,-99.07004,7
12,08189500,28.29195,-97.27916,3
12,08190000,29.42857,-99.99729,10
12,08190500,29.47273,-100.23646,8
12,08194200,27.96501,-98.96697,5
12,08195000,29.48857,-99.70478,7
12,08196000,29.50468,-99.78145,9
12,08198500,29.31431,-99.48047,6
12,08200000,29.56967,-99.24671,6
12,08202700,29.37079,-99.28782,5
13,08267500,36.54169,-105.5564,2
13,08269000,36.43947,-105.50362,9
13,08271000,36.50836,-105.53084,4
13,08324000,35.66169,-106.74337,5
13,08377900,35.77725,-105.65807,8
13,08378500,35.70837,-105.68252,8
13,08380500,35.65199,-105.3189,4
14,09034900,39.76026,-105.9064,9
14,09035800,39.80054,-106.02641,4
14,09035900,39.79582,-106.03057,2
14,09047700,39.59443,-105.97252,8
14,09065500,39.62582,-106.27808,6
14,09066000,39.59638,-106.26503,4
14,09066200,39.64832,-106.32308,2
14,09066300,39.64582,-106.38225,6
14,09081600,39.23221,-107.22727,6
14,09107000,38.86027,-106.5667,10
14,09210500,42.09605,-110.41656,1
14,09223000,42.11049,-110.70962,1
14,09306242,39.92025,-108.47287,1
14,09312600,39.87579,-111.03739,5
14,09352900,37.4775,-107.54367,8
14,09378170,37.84666,-109.36956,8
14,09378630,37.75555,-109.47651,4
15,09386900,35.28253,-108.55341,5
15,09404450,37.33943,-112.60438,1
15,09430500,33.06118,-108.53727,4
15,09430600,33.16673,-108.64978,10
15,09447800,32.95562,-109.53119,4
15,09480000,31.35538,-110.58953,3
15,09484000,32.31674,-110.81037,9
15,09484600,32.03591,-110.67758,8
15,09492400,33.82227,-109.81454,2
15,09494000,33.73644,-110.16677,7
15,09497800,33.84311,-110.55761,4
15,09497980,33.82783,-110.85623,9
15,09505200,34.67474,-111.67209,4
15,09505350,34.72863,-111.77571,4
15,09505800,34.53864,-111.69404,10
15,09508300,34.16087,-111.69292,5
15,09510200,33.69421,-111.5418,5
15,09512280,33.88726,-111.95404,4
15,09513780,33.9742,-112.09905,1
16,10023000,41.60994,-111.25409,2
16,10166430,40.40523,-112.1005,8
16,10172700,39.97939,-112.38023,3
16,10172800,40.49633,-112.5744,2
16,10173450,37.62276,-112.51688,8
16,10205030,38.91191,-111.53047,9
16,10234500,38.28053,-112.56827,6
16,10242000,37.6722,-113.03467,7
16,10244950,39.20154,-114.68916,9
16,10249300,38.88743,-117.24537,8
18,10258000,33.80502,-116.55918,4
18,10258500,33.74502,-116.53557,7
18,10259000,33.76002,-116.55002,2
18,10259200,33.63114,-116.39223,7
18,10263500,34.42083,-117.83951,5
16,10310500,39.11324,-119.79824,2
16,10316500,40.69076,-115.477,7
16,10329500,41.53462,-117.41791,5
16,10336645,39.05185,-120.11852,4
16,10336660,39.10741,-120.16214,7
16,10336740,39.06658,-119.93546,6
16,10343500,39.43157,-120.23798,9
16,10348850,39.35435,-119.85852,8
17,10396000,42.79083,-118.8675,6
18,11098000,34.22223,-118.17757,2
18,11124500,34.59666,-119.90875,9
18,11141280,35.23553,-120.47239,6
18,11143000,36.2458,-121.77329,1
18,11148900,35.78858,-121.09381,6
18,11151300,36.26802,-121.0663,2
18,11162500,37.26078,-122.32886,7
18,11176400,37.56132,-121.68384,9
18,11180500,37.60605,-122.02385,2
18,11180960,37.71771,-122.05441,10
18,11224500,36.21468,-120.47071,4
18,11230500,37.33939,-118.97345,7
18,11237500,37.19856,-119.21373,9
18,11253310,36.40217,-120.43349,5
18,11264500,37.73159,-119.55877,9
18,11266500,37.71687,-119.66628,7
18,11274500,37.31549,-121.12521,8
18,11274630,37.4866,-121.2091,4
18,11284400,37.84187,-120.18491,9
18,11299600,37.96104,-120.6152,2
18,11381500,40.0546,-122.02415,2
18,11383500,40.01405,-121.94832,5
18,11451100,39.16545,-122.61999,7
18,11468500,39.42822,-123.73779,4
18,11473900,39.70627,-123.32529,1
18,11475560,39.7296,-123.64391,3
18,11476600,40.35125,-124.00393,3
18,11478500,40.48042,-123.89088,7
18,11480390,40.28431,-123.3353,6
18,11481200,41.01096,-124.08173,5
18,11482500,41.29929,-124.05118,8
18,11522500,41.37763,-123.47756,1
18,11523200,41.11126,-122.70558,5
18,11528700,40.64986,-123.4942,2
18,11532500,41.7915,-124.07619,1
17,12010000,46.37399,-123.74348,3
17,12013500,46.65093,-123.65266,2
17,12020000,46.61732,-123.27764,4
17,12025000,46.6201,-122.94513,2
17,12025700,46.7726,-122.59401,5
17,12035000,47.00065,-123.49488,6
17,12040500,47.53786,-124.31575,9
17,12041200,47.80675,-124.25103,9
17,12043000,47.96008,-124.39299,9
17,12048000,48.01426,-123.13268,7
17,12054000,47.68398,-123.01155,8
17,12056500,47.51426,-123.32989,2
17,12073500,47.38926,-122.69902,5
17,12082500,46.75261,-122.08372,6
17,12092000,46.90372,-122.03511,9
17,12095000,47.13955,-122.09261,6
17,12114500,47.34205,-121.54899,5
17,12115000,47.37011,-121.6251,5
17,12115500,47.35066,-121.66316,4
17,12117000,47.38649,-121.84622,10
17,12141300,47.48594,-121.64788,6
17,12143600,47.4526,-121.71788,7
17,12144000,47.49288,-121.79011,9
17,12145500,47.53982,-121.909,7
17,12147500,47.71232,-121.78873,3
17,12147600,47.70677,-121.60011,9
17,12167000,48.26149,-122.04764,3
17,12175500,48.67263,-121.0729,1
17,12178100,48.65596,-121.23846,4
17,12186000,48.16872,-121.47067,6
17,12189500,48.42456,-121.56846,5
17,12358500,48.49524,-114.01012,2
17,12374250,47.82966,-114.69763,9
17,12375900,47.4916,-114.02677,5
17,12377150,47.32299,-113.97955,6
17,12381400,47.19549,-113.85065,8
17,12383500,47.14743,-113.97427,10
17,12388400,47.26632,-114.40679,5
17,12390700,47.58605,-115.35515,6
17,12411000,47.70611,-115.97917,2
17,12414500,47.27464,-116.18905,2
17,12447390,48.82292,-120.14592,4
17,12451000,48.32958,-120.69177,9
17,12488500,46.97762,-121.1687,1
17,13011500,43.85028,-110.51778,9
17,13011900,43.83806,-110.44111,8
17,13018300,43.45215,-110.70409,5
17,13023000,43.14278,-110.97667,8
17,13083000,42.16583,-113.98361,5
17,13161500,41.93324,-115.67453,5
17,13235000,44.08528,-115.62222,5
17,13240000,44.91361,-115.99722,8
17,13310700,44.98694,-115.725,1
17,13313000,44.96167,-115.5,4
17,13331500,45.61987,-117.72659,5
17,13337000,46.15083,-115.58722,8
17,13338500,46.08639,-115.97667,2
17,13340000,46.47833,-116.2575,3
17,13340600,46.84047,-115.6207,6
17,14020000,45.71958,-118.32329,10
17,14092750,44.75039,-121.6334,5
17,14096850,44.95873,-121.39423,4
17,14137000,45.39956,-122.13731,10
17,14138800,45.45262,-121.89147,7
17,14138870,45.48012,-122.02564,5
17,14138900,45.49429,-122.03592,3
17,14139800,45.44456,-122.10953,1
17,14141500,45.4154,-122.17148,10
17,14154500,43.73596,-122.8734,10
17,14158500,44.36095,-121.99562,7
17,14158790,44.33457,-122.04701,10
17,14166500,44.04984,-123.42621,5
17,14182500,44.79151,-122.57897,1
17,14185000,44.39179,-122.49758,5
17,14185900,44.54012,-122.43591,1
17,14187000,44.37235,-122.62314,9
17,14216500,46.07567,-121.9987,6
17,14222500,45.83678,-122.46621,3
17,14236200,46.59538,-122.45956,6
17,14301000,45.704,-123.7554,10
17,14303200,45.32428,-123.5465,5
17,14305500,44.71512,-123.88733,4
17,14306340,44.2479,-123.63649,1
17,14306500,44.38595,-123.83178,8
17,14308990,42.82318,-123.12589,7
17,14309500,42.804,-123.61091,8
17,14316700,43.34984,-122.72894,8
17,14325000,42.8915,-124.07065,4
17,14362250,42.15401,-123.07532,4
17,14400000,42.12344,-124.18731,1
